subj,prop,bucket,subject_num_chunks,step,exposures,gold_logprob,max_decoy_logprob,correct,recency_gap
Best in Show,director,high,61,80000,47,-5.934421539306641,-3.362560272216797,False,198.0
Best in Show,director,high,61,90000,52,-5.62209415435791,-3.696831703186035,False,780.0
Best in Show,director,high,61,100000,53,-5.5171217918396,-4.086131572723389,False,455.0
Best in Show,director,high,61,109672,61,-6.323936462402344,-3.918597459793091,False,1113.0
On the Town,producer,high,78,0,0,-11.744330406188965,-11.280162811279297,False,
On the Town,producer,high,78,10000,4,-6.456707000732422,-5.083000183105469,False,1314.0
On the Town,producer,high,78,20000,10,-6.211755275726318,-4.108267784118652,False,32.0
On the Town,producer,high,78,30000,17,-6.622211456298828,-3.965954303741455,False,1199.0
On the Town,producer,high,78,40000,21,-6.349327087402344,-3.575901985168457,False,2128.0
On the Town,producer,high,78,50000,31,-6.126033306121826,-3.5884876251220703,False,1301.0
On the Town,producer,high,78,60000,37,-5.577861309051514,-3.4712727069854736,False,2131.0
On the Town,producer,high,78,70000,42,-5.989428997039795,-3.3200714588165283,False,1782.0
On the Town,producer,high,78,80000,49,-5.688096523284912,-3.7150521278381343,False,2011.0
On the Town,producer,high,78,90000,59,-4.965850353240967,-3.2539312839508057,False,477.0
On the Town,producer,high,78,100000,69,-5.648138046264648,-3.561718702316284,False,1475.0
On the Town,producer,high,78,109672,78,-5.192585468292236,-3.422687292098999,False,1804.0
Great Expectations,screenwriter,high,74,0,0,-11.632299423217772,-11.651678085327148,True,
Great Expectations,screenwriter,high,74,10000,3,-9.036214828491213,-6.500079154968262,False,390.0
Great Expectations,screenwriter,high,74,20000,11,-8.359514236450195,-6.4046783447265625,False,536.0
Great Expectations,screenwriter,high,74,30000,15,-7.918403148651123,-4.972594261169434,False,972.0
Great Expectations,screenwriter,high,74,40000,23,-8.692716598510742,-7.930299282073975,False,3767.0
Great Expectations,screenwriter,high,74,50000,33,-7.91623067855835,-5.5562968254089355,False,1460.0
Great Expectations,screenwriter,high,74,60000,41,-7.160697937011719,-4.924692153930664,False,539.0
Great Expectations,screenwriter,high,74,70000,46,-7.655782222747803,-4.896101474761963,False,897.0
Great Expectations,screenwriter,high,74,80000,54,-7.08732795715332,-5.058100700378418,False,532.0
Great Expectations,screenwriter,high,74,90000,57,-7.967137336730957,-5.4946136474609375,False,3343.0
Great Expectations,screenwriter,high,74,100000,67,-7.201139450073242,-5.307523727416992,False,464.0
Great Expectations,screenwriter,high,74,109672,74,-7.389037132263184,-5.065110206604004,False,3243.0
The Boxtrolls,director,high,40,0,0,-12.03178596496582,-11.778820037841797,False,
The Boxtrolls,director,high,40,10000,3,-5.593566417694092,-4.700788974761963,False,4350.0
The Boxtrolls,director,high,40,20000,3,-5.317591190338135,-4.891425609588623,False,14350.0
The Boxtrolls,director,high,40,30000,5,-4.887327671051025,-3.904828548431397,False,274.0
The Boxtrolls,director,high,40,40000,9,-5.100037097930908,-4.11893892288208,False,6786.0
The Boxtrolls,director,high,40,50000,12,-5.614694595336914,-3.1500322818756104,False,2427.0
The Boxtrolls,director,high,40,60000,15,-4.965878963470459,-3.2592263221740723,False,3148.0
The Boxtrolls,director,high,40,70000,22,-5.255969524383545,-3.25130033493042,False,55.0
The Boxtrolls,director,high,40,80000,27,-5.226591110229492,-3.678136348724365,False,1099.0
The Boxtrolls,director,high,40,90000,33,-4.266742706298828,-3.1429319381713867,False,2669.0
The Boxtrolls,director,high,40,100000,34,-4.839959621429443,-3.451014280319214,False,9447.0
The Boxtrolls,director,high,40,109672,40,-4.8005242347717285,-3.677748441696167,False,147.0
A Little Night Music,composer,high,300,0,0,-11.62670612335205,-10.765687942504885,False,
A Little Night Music,composer,high,300,10000,25,-2.8533668518066406,-5.122074127197266,True,385.0
A Little Night Music,composer,high,300,20000,54,-3.030085563659668,-4.9126482009887695,True,200.0
A Little Night Music,composer,high,300,30000,83,-3.0395002365112305,-3.47574234008789,True,142.0
A Little Night Music,composer,high,300,40000,114,-2.522554874420166,-4.063202857971191,True,465.0
A Little Night Music,composer,high,300,50000,146,-2.7748863697052,-3.513347625732422,True,342.0
A Little Night Music,composer,high,300,60000,170,-2.7219467163085938,-3.530379295349121,True,965.0
A Little Night Music,composer,high,300,70000,187,-2.6187832355499268,-2.9557230472564697,True,465.0
A Little Night Music,composer,high,300,80000,209,-2.8344080448150635,-2.969482421875,True,391.0
A Little Night Music,composer,high,300,90000,246,-2.9357166290283203,-3.097205400466919,True,172.0
A Little Night Music,composer,high,300,100000,269,-2.6131041049957275,-2.6461639404296875,True,209.0
A Little Night Music,composer,high,300,109672,300,-2.7374846935272217,-2.7637293338775635,True,1155.0
Ronneby,capital of,high,91,0,0,-11.96348476409912,-11.318257331848145,False,
Ronneby,capital of,high,91,10000,10,-2.611377000808716,-5.962125301361084,True,2072.0
Ronneby,capital of,high,91,20000,15,-2.628574848175049,-5.7370100021362305,True,734.0
Ronneby,capital of,high,91,30000,23,-2.5814146995544434,-6.011171817779541,True,260.0
Ronneby,capital of,high,91,40000,29,-2.478135824203491,-6.015970230102539,True,919.0
Ronneby,capital of,high,91,50000,37,-2.519648313522339,-5.847366809844971,True,582.0
Ronneby,capital of,high,91,60000,49,-2.6159064769744873,-6.107825756072998,True,592.0
Ronneby,capital of,high,91,70000,56,-2.5851054191589355,-5.873300075531006,True,774.0
Ronneby,capital of,high,91,80000,63,-1.7254798412322998,-5.907651424407959,True,3045.0
Ronneby,capital of,high,91,90000,74,-1.9505727291107176,-5.104116916656494,True,567.0
Ronneby,capital of,high,91,100000,84,-2.230384588241577,-5.297573089599609,True,219.0
Ronneby,capital of,high,91,109672,91,-2.4367802143096924,-5.70177698135376,True,1627.0
Witness,composer,high,70,0,0,-11.369728088378906,-11.639925003051758,True,
Witness,composer,high,70,10000,8,-5.23445463180542,-5.299437999725342,True,70.0
Witness,composer,high,70,20000,12,-4.3132243156433105,-4.900445461273193,True,164.0
Witness,composer,high,70,30000,19,-4.349655628204346,-5.280604362487793,True,668.0
Witness,composer,high,70,40000,25,-4.896510601043701,-5.968314170837402,True,979.0
Witness,composer,high,70,50000,34,-5.241596221923828,-5.4378814697265625,True,214.0
Witness,composer,high,70,60000,38,-4.257863521575928,-5.5766448974609375,True,4546.0
Witness,composer,high,70,70000,43,-2.6273882389068604,-5.919558525085449,True,1422.0
Witness,composer,high,70,80000,50,-4.47848653793335,-5.832746505737305,True,1342.0
Witness,composer,high,70,90000,56,-3.8850584030151367,-5.48240327835083,True,390.0
Witness,composer,high,70,100000,60,-3.2591331005096436,-5.958943843841553,True,459.0
Witness,composer,high,70,109672,70,-4.023685455322266,-5.882060527801514,True,2098.0
A.I. Artificial Intelligence,director,high,128,0,0,-12.05453109741211,-11.612457275390623,False,
A.I. Artificial Intelligence,director,high,128,10000,11,-5.165694236755371,-5.49803352355957,True,136.0
A.I. Artificial Intelligence,director,high,128,20000,20,-4.888303756713867,-4.145798206329346,False,1034.0
A.I. Artificial Intelligence,director,high,128,30000,32,-4.204363822937012,-4.549804210662842,True,430.0
A.I. Artificial Intelligence,director,high,128,40000,46,-3.7878963947296143,-5.151818752288818,True,166.0
A.I. Artificial Intelligence,director,high,128,50000,65,-4.5816168785095215,-4.110925197601318,False,209.0
A.I. Artificial Intelligence,director,high,128,60000,79,-6.038304328918457,-3.934474229812622,False,658.0
A.I. Artificial Intelligence,director,high,128,70000,86,-6.376891613006592,-4.431680679321289,False,529.0
A.I. Artificial Intelligence,director,high,128,80000,95,-4.296080112457275,-4.653113842010498,True,1844.0
A.I. Artificial Intelligence,director,high,128,90000,109,-4.603260040283203,-3.475809335708618,False,165.0
A.I. Artificial Intelligence,director,high,128,100000,121,-4.257168292999268,-3.618151903152466,False,170.0
A.I. Artificial Intelligence,director,high,128,109672,128,-4.530305862426758,-3.770209550857544,False,1634.0
L. Ron Hubbard,religion,high,744,0,0,-11.84139919281006,-11.227437019348145,False,
L. Ron Hubbard,religion,high,744,10000,65,-9.597769737243652,-4.859131813049316,False,156.0
L. Ron Hubbard,religion,high,744,20000,139,-10.6891450881958,-4.744199752807617,False,57.0
L. Ron Hubbard,religion,high,744,30000,213,-9.29722499847412,-3.4459707736968994,False,127.0
L. Ron Hubbard,religion,high,744,40000,281,-8.299116134643555,-3.991599321365357,False,0.0
L. Ron Hubbard,religion,high,744,50000,342,-9.701021194458008,-4.718379974365234,False,203.0
L. Ron Hubbard,religion,high,744,60000,408,-11.005891799926758,-4.30447244644165,False,173.0
L. Ron Hubbard,religion,high,744,70000,471,-10.134767532348633,-4.4817423820495605,False,233.0
L. Ron Hubbard,religion,high,744,80000,546,-8.974088668823242,-4.464432239532471,False,130.0
L. Ron Hubbard,religion,high,744,90000,610,-7.586756706237793,-3.639173030853271,False,60.0
L. Ron Hubbard,religion,high,744,100000,674,-8.736832618713379,-4.782826900482178,False,111.0
L. Ron Hubbard,religion,high,744,109672,744,-7.323817729949951,-4.520173072814941,False,51.0
A.I. Artificial Intelligence,screenwriter,high,128,0,0,-11.625276565551758,-11.276860237121582,False,
A.I. Artificial Intelligence,screenwriter,high,128,10000,11,-7.914160251617432,-5.280104160308838,False,136.0
A.I. Artificial Intelligence,screenwriter,high,128,20000,20,-7.681297302246094,-4.408915996551514,False,1034.0
A.I. Artificial Intelligence,screenwriter,high,128,30000,32,-6.297677040100098,-4.635171890258789,False,430.0
A.I. Artificial Intelligence,screenwriter,high,128,40000,46,-8.938177108764648,-5.4456963539123535,False,166.0
A.I. Artificial Intelligence,screenwriter,high,128,50000,65,-6.868976593017578,-5.416344165802002,False,209.0
A.I. Artificial Intelligence,screenwriter,high,128,60000,79,-6.475071907043457,-5.362596035003662,False,658.0
A.I. Artificial Intelligence,screenwriter,high,128,70000,86,-6.3224873542785645,-4.897842884063721,False,529.0
A.I. Artificial Intelligence,screenwriter,high,128,80000,95,-6.808019638061523,-5.1238603591918945,False,1844.0
A.I. Artificial Intelligence,screenwriter,high,128,90000,109,-5.945069313049316,-4.905323505401611,False,165.0
A.I. Artificial Intelligence,screenwriter,high,128,100000,121,-7.156991958618164,-5.153942108154297,False,170.0
A.I. Artificial Intelligence,screenwriter,high,128,109672,128,-6.258666038513184,-5.046170711517334,False,1634.0
Live Your Life,composer,high,32,0,0,-11.47077465057373,-11.168434143066406,False,
Live Your Life,composer,high,32,10000,3,-4.6334919929504395,-4.4127044677734375,False,177.0
Live Your Life,composer,high,32,20000,6,-4.430557727813721,-4.589014053344727,True,3234.0
Live Your Life,composer,high,32,30000,8,-4.276912212371826,-5.175702095031738,True,1671.0
Live Your Life,composer,high,32,40000,9,-4.544544696807861,-4.831945419311523,True,705.0
Live Your Life,composer,high,32,50000,14,-4.8986029624938965,-4.967447757720947,True,1006.0
Live Your Life,composer,high,32,60000,17,-3.9969520568847656,-4.607134819030762,True,80.0
Live Your Life,composer,high,32,70000,18,-4.315082550048828,-4.502812385559082,True,3586.0
Live Your Life,composer,high,32,80000,20,-4.46400785446167,-4.438235759735107,False,3950.0
Live Your Life,composer,high,32,90000,23,-4.719075679779053,-4.465115070343018,False,5235.0
Live Your Life,composer,high,32,100000,28,-4.455533504486084,-4.5493669509887695,True,1270.0
Live Your Life,composer,high,32,109672,32,-4.700093746185303,-4.544322967529297,False,1710.0
The Wrestler,director,high,105,0,0,-11.474037170410156,-11.466778755187988,False,
The Wrestler,director,high,105,10000,9,-3.6826229095458984,-5.912398338317871,True,1265.0
The Wrestler,director,high,105,20000,20,-5.2854509353637695,-4.659445285797119,False,1988.0
The Wrestler,director,high,105,30000,26,-3.043942451477051,-4.394207954406738,True,553.0
The Wrestler,director,high,105,40000,37,-3.36221694946289,-5.843952655792236,True,2289.0
The Wrestler,director,high,105,50000,50,-3.3827152252197266,-5.153298377990723,True,2541.0
The Wrestler,director,high,105,60000,61,-3.5100274085998535,-5.292304992675781,True,701.0
The Wrestler,director,high,105,70000,71,-2.620974063873291,-4.147897243499756,True,1041.0
The Wrestler,director,high,105,80000,81,-3.032907724380493,-4.638067245483398,True,1259.0
The Wrestler,director,high,105,90000,90,-2.7669615745544434,-4.016602516174316,True,1550.0
The Wrestler,director,high,105,100000,95,-2.627525568008423,-3.896851062774658,True,188.0
The Wrestler,director,high,105,109672,105,-2.7810566425323486,-3.9435677528381343,True,341.0
Vision,father,high,370,0,0,-11.468721389770508,-11.52614402770996,True,
Vision,father,high,370,10000,27,-7.621639251708984,-4.245661735534668,False,21.0
Vision,father,high,370,20000,64,-6.853337287902832,-3.6848278045654297,False,699.0
Vision,father,high,370,30000,101,-6.991588592529297,-2.4135847091674805,False,1025.0
Vision,father,high,370,40000,130,-7.851280212402344,-3.0633583068847656,False,20.0
Vision,father,high,370,50000,162,-6.529376029968262,-2.9169576168060303,False,905.0
Vision,father,high,370,60000,194,-7.946866989135742,-2.016809463500977,False,495.0
Vision,father,high,370,70000,241,-7.480700969696045,-2.1966428756713867,False,58.0
Vision,father,high,370,80000,271,-7.5821123123168945,-2.524641275405884,False,351.0
Vision,father,high,370,90000,296,-7.748022079467773,-2.368440866470337,False,754.0
Vision,father,high,370,100000,331,-7.62946891784668,-2.1251611709594727,False,32.0
Vision,father,high,370,109672,370,-7.837630271911621,-2.281519651412964,False,355.0
The Kid,screenwriter,high,74,0,0,-11.6892671585083,-11.312457084655762,False,
The Kid,screenwriter,high,74,10000,6,-4.748417854309082,-6.88762092590332,True,983.0
The Kid,screenwriter,high,74,20000,12,-4.627978801727295,-6.766225337982178,True,1867.0
The Kid,screenwriter,high,74,30000,17,-2.9887068271636963,-5.155823230743408,True,944.0
The Kid,screenwriter,high,74,40000,24,-4.339009761810303,-7.073978424072266,True,553.0
The Kid,screenwriter,high,74,50000,27,-3.471555471420288,-6.256208896636963,True,74.0
The Kid,screenwriter,high,74,60000,31,-2.8933522701263428,-6.448484420776367,True,20.0
The Kid,screenwriter,high,74,70000,40,-3.6085212230682377,-5.570201396942139,True,488.0
The Kid,screenwriter,high,74,80000,50,-3.432624578475952,-6.088552951812744,True,745.0
The Kid,screenwriter,high,74,90000,58,-3.324481725692749,-6.341580867767334,True,675.0
The Kid,screenwriter,high,74,100000,66,-3.0375359058380127,-5.967594623565674,True,638.0
The Kid,screenwriter,high,74,109672,74,-3.1637954711914062,-6.4213104248046875,True,305.0
Another Year,composer,high,31,0,0,-11.429773330688477,-11.766865730285645,True,
Another Year,composer,high,31,10000,1,-6.687141418457031,-7.015781402587891,True,1574.0
Another Year,composer,high,31,20000,5,-5.996659278869629,-6.458047866821289,True,3309.0
Another Year,composer,high,31,30000,7,-7.122799873352051,-6.914266109466553,False,3265.0
Another Year,composer,high,31,40000,7,-6.507816314697266,-6.755853652954102,True,13265.0
Another Year,composer,high,31,50000,11,-6.4458160400390625,-7.002920627593994,True,254.0
Another Year,composer,high,31,60000,12,-6.441906929016113,-5.88861083984375,False,1763.0
Another Year,composer,high,31,70000,14,-7.16980504989624,-6.66239595413208,False,1023.0
Another Year,composer,high,31,80000,16,-6.97864294052124,-6.128088474273682,False,5745.0
Another Year,composer,high,31,90000,20,-6.713074207305908,-6.0050950050354,False,397.0
Another Year,composer,high,31,100000,24,-6.715799808502197,-6.180938720703125,False,633.0
Another Year,composer,high,31,109672,31,-7.33784818649292,-6.7422356605529785,False,1170.0
Flesh,producer,high,25,0,0,-11.419300079345703,-11.422479629516602,True,
Flesh,producer,high,25,10000,3,-3.7964699268341064,-6.498022079467773,True,3321.0
Flesh,producer,high,25,20000,7,-3.5803184509277344,-7.009427547454834,True,1958.0
Flesh,producer,high,25,30000,9,-3.498128652572632,-7.424790382385254,True,5229.0
Flesh,producer,high,25,40000,11,-2.9322452545166016,-6.057700157165527,True,2530.0
Flesh,producer,high,25,50000,12,-3.428753137588501,-6.612978935241699,True,8491.0
Flesh,producer,high,25,60000,15,-3.941401481628418,-7.084867000579834,True,746.0
Flesh,producer,high,25,70000,16,-3.363502264022827,-6.749295234680176,True,9069.0
Flesh,producer,high,25,80000,17,-3.573545455932617,-6.269562721252441,True,5439.0
Flesh,producer,high,25,90000,20,-4.257323741912842,-7.23659610748291,True,771.0
Flesh,producer,high,25,100000,25,-3.8105392456054688,-6.635927200317383,True,162.0
Flesh,producer,high,25,109672,25,-3.7642879486083984,-7.038922309875488,True,9834.0
Cookie's Fortune,producer,high,23,0,0,-11.759278297424316,-11.128984451293944,False,
Cookie's Fortune,producer,high,23,10000,2,-4.0107340812683105,-7.119345664978027,True,2639.0
Cookie's Fortune,producer,high,23,20000,2,-4.002176761627197,-6.619298458099365,True,12639.0
Cookie's Fortune,producer,high,23,30000,6,-4.284835338592529,-6.361007213592529,True,3979.0
Cookie's Fortune,producer,high,23,40000,9,-3.3848965167999268,-6.1947455406188965,True,3857.0
Cookie's Fortune,producer,high,23,50000,11,-3.632922410964966,-7.12835168838501,True,1140.0
Cookie's Fortune,producer,high,23,60000,13,-3.8272860050201416,-6.143768787384033,True,6921.0
Cookie's Fortune,producer,high,23,70000,13,-3.924375295639038,-6.305973529815674,True,16921.0
Cookie's Fortune,producer,high,23,80000,14,-3.62521767616272,-6.2351861000061035,True,5554.0
Cookie's Fortune,producer,high,23,90000,16,-3.789231538772583,-6.419658660888672,True,4028.0
Cookie's Fortune,producer,high,23,100000,21,-3.949948072433472,-6.636651515960693,True,226.0
Cookie's Fortune,producer,high,23,109672,23,-4.057460784912109,-5.954078674316406,True,1896.0
Elizabeth,capital of,high,1279,0,1,-12.315478324890137,-11.668176651000977,False,0.0
Elizabeth,capital of,high,1279,10000,126,-4.614602088928223,-6.849634647369385,True,24.0
Elizabeth,capital of,high,1279,20000,246,-4.469754219055176,-5.800346374511719,True,15.0
Elizabeth,capital of,high,1279,30000,354,-4.877258777618408,-5.227777481079102,True,77.0
Elizabeth,capital of,high,1279,40000,493,-4.533416271209717,-6.195355415344238,True,12.0
Elizabeth,capital of,high,1279,50000,612,-4.6650309562683105,-6.4595184326171875,True,193.0
Elizabeth,capital of,high,1279,60000,726,-4.256063461303711,-5.777932167053223,True,47.0
Elizabeth,capital of,high,1279,70000,829,-4.214820861816406,-5.6985931396484375,True,81.0
Elizabeth,capital of,high,1279,80000,954,-4.5275373458862305,-6.162280082702637,True,471.0
Elizabeth,capital of,high,1279,90000,1070,-4.380460739135742,-4.789453029632568,True,73.0
Elizabeth,capital of,high,1279,100000,1186,-4.488264083862305,-5.2446441650390625,True,6.0
Elizabeth,capital of,high,1279,109672,1279,-4.8373613357543945,-5.1920061111450195,True,50.0
Azhagi,screenwriter,high,25,0,0,-11.420343399047852,-11.528414726257324,True,
Azhagi,screenwriter,high,25,10000,0,-5.783662796020508,-5.282807350158691,False,
Azhagi,screenwriter,high,25,20000,0,-5.948502540588379,-6.439932823181152,True,
Azhagi,screenwriter,high,25,30000,2,-5.363284111022949,-4.4088921546936035,False,873.0
Azhagi,screenwriter,high,25,40000,5,-5.822007656097412,-5.098540306091309,False,2244.0
Azhagi,screenwriter,high,25,50000,12,-4.95238733291626,-4.10966157913208,False,641.0
Azhagi,screenwriter,high,25,60000,13,-5.550372123718262,-4.098598480224609,False,581.0
Azhagi,screenwriter,high,25,70000,16,-5.0645856857299805,-4.028717994689941,False,1369.0
Azhagi,screenwriter,high,25,80000,18,-5.333470821380615,-3.985142946243286,False,5295.0
Azhagi,screenwriter,high,25,90000,21,-4.548800945281982,-3.777472257614136,False,2894.0
Azhagi,screenwriter,high,25,100000,22,-4.064352989196777,-4.227209091186523,True,2629.0
Azhagi,screenwriter,high,25,109672,25,-3.7353675365448,-3.2000014781951904,False,4294.0
This Love,composer,high,42,0,0,-11.588358879089355,-11.527400016784668,False,
This Love,composer,high,42,10000,8,-5.783597469329834,-6.979538440704346,True,200.0
This Love,composer,high,42,20000,10,-6.550227642059326,-7.613229274749756,True,260.0
This Love,composer,high,42,30000,12,-7.3476881980896,-7.933444976806641,True,4679.0
This Love,composer,high,42,40000,16,-6.396633148193359,-8.175956726074219,True,2149.0
This Love,composer,high,42,50000,21,-6.35912561416626,-7.433204650878906,True,2267.0
This Love,composer,high,42,60000,27,-6.695756435394287,-6.98547887802124,True,2153.0
This Love,composer,high,42,70000,32,-6.539867877960205,-7.279346466064453,True,1669.0
This Love,composer,high,42,80000,35,-6.728036403656006,-6.725688934326172,False,4583.0
This Love,composer,high,42,90000,36,-6.699927806854248,-5.513444900512695,False,6132.0
This Love,composer,high,42,100000,40,-6.693321228027344,-6.156362533569336,False,2327.0
This Love,composer,high,42,109672,42,-7.064799785614014,-6.910554885864258,False,6837.0
Ray,producer,high,102,0,0,-11.226601600646973,-11.314555168151855,True,
Ray,producer,high,102,10000,9,-6.278621673583984,-5.134975910186768,False,225.0
Ray,producer,high,102,20000,21,-6.095317363739014,-4.2925615310668945,False,272.0
Ray,producer,high,102,30000,31,-5.8714599609375,-4.499553203582764,False,989.0
Ray,producer,high,102,40000,38,-6.252481937408447,-3.849656343460083,False,93.0
Ray,producer,high,102,50000,45,-6.83617639541626,-4.471938610076904,False,832.0
Ray,producer,high,102,60000,57,-6.236976623535156,-3.564491271972656,False,398.0
Ray,producer,high,102,70000,68,-7.037646770477295,-4.068164348602295,False,468.0
Ray,producer,high,102,80000,77,-5.481579303741455,-3.617223501205444,False,1609.0
Ray,producer,high,102,90000,85,-5.609564304351807,-4.026698112487793,False,845.0
Ray,producer,high,102,100000,93,-5.291993618011475,-3.5164873600006104,False,983.0
Ray,producer,high,102,109672,102,-5.3683552742004395,-4.059560298919678,False,1148.0
Hippolyte Flandrin,genre,high,63,0,0,-11.50469207763672,-11.378697395324709,False,
Hippolyte Flandrin,genre,high,63,10000,3,-6.8604326248168945,-4.144652366638184,False,1273.0
Hippolyte Flandrin,genre,high,63,20000,7,-8.021049499511719,-4.555141448974609,False,41.0
Hippolyte Flandrin,genre,high,63,30000,15,-6.433075428009033,-4.198452472686768,False,564.0
Hippolyte Flandrin,genre,high,63,40000,24,-6.523902893066406,-3.81157898902893,False,2711.0
Hippolyte Flandrin,genre,high,63,50000,33,-7.781160354614258,-4.398655891418457,False,927.0
Hippolyte Flandrin,genre,high,63,60000,40,-6.172373294830322,-4.215574264526367,False,336.0
Hippolyte Flandrin,genre,high,63,70000,43,-7.506626129150391,-4.565796852111816,False,1258.0
Hippolyte Flandrin,genre,high,63,80000,47,-6.880917072296143,-4.1425323486328125,False,3818.0
Hippolyte Flandrin,genre,high,63,90000,53,-5.767884731292725,-3.867184400558472,False,4141.0
Hippolyte Flandrin,genre,high,63,100000,57,-6.6675872802734375,-4.006367206573486,False,3046.0
Hippolyte Flandrin,genre,high,63,109672,63,-6.183520793914795,-3.622359275817871,False,142.0
The Others,genre,high,67,0,0,-12.20437717437744,-11.214702606201172,False,
The Others,genre,high,67,10000,9,-6.958110809326172,-3.575986862182617,False,228.0
The Others,genre,high,67,20000,17,-6.313389778137207,-3.7021448612213135,False,918.0
The Others,genre,high,67,30000,23,-6.548306465148926,-3.5005719661712646,False,1129.0
The Others,genre,high,67,40000,28,-5.5110907554626465,-3.285296678543091,False,1241.0
The Others,genre,high,67,50000,36,-5.117711067199707,-3.405752182006836,False,1360.0
The Others,genre,high,67,60000,40,-5.730607032775879,-3.3942394256591797,False,398.0
The Others,genre,high,67,70000,44,-6.113279819488525,-3.4354193210601807,False,671.0
The Others,genre,high,67,80000,49,-6.09561824798584,-2.989675521850586,False,1120.0
The Others,genre,high,67,90000,58,-5.726955890655518,-3.399625062942505,False,892.0
The Others,genre,high,67,100000,61,-6.483601093292236,-3.5579214096069336,False,137.0
The Others,genre,high,67,109672,67,-5.439740180969238,-3.329827070236206,False,55.0
